CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,WATER_SOURCE,SOIL_PH,CROPDURATION,TEMPERATURE,WATERREQUIRED,RELATIVE_HUMIDITY,N,P,K
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,7.16,138.84,34.42,2053.63,74.42,94.42,54.42,54.42
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,5.04,110.59,20.29,923.41,60.29,80.29,40.29,40.29
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,6.69,132.5,31.25,1800.19,71.25,91.25,51.25,51.25
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,6.05,123.98,26.99,1459.07,66.99,86.99,46.99,46.99
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,6.08,124.36,27.18,1474.54,67.18,87.18,47.18,47.18
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,5.68,119.0,24.5,1260.03,64.5,84.5,44.5,44.5
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,7.53,143.71,36.85,2248.32,76.85,96.85,56.85,56.85
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,6.44,129.14,29.57,1665.62,69.57,89.57,49.57,49.57
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,6.73,133.1,31.55,1823.83,71.55,91.55,51.55,51.55
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,7.69,145.85,37.93,2334.07,77.93,97.93,57.93,57.93
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,5.57,117.65,23.83,1206.17,63.83,83.83,43.83,43.83
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,7.43,142.44,36.22,2197.43,76.22,96.22,56.22,56.22
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,6.36,128.11,29.06,1624.47,69.06,89.06,49.06,49.06
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,5.3,113.97,21.99,1058.9,61.99,81.99,41.99,41.99
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,5.52,116.99,23.49,1179.41,63.49,83.49,43.49,43.49
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,6.56,130.79,30.4,1731.7,70.4,90.4,50.4,50.4
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.54,130.58,30.29,1723.26,70.29,90.29,50.29,50.29
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,5.79,120.5,25.25,1319.91,65.25,85.25,45.25,45.25
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,7.47,142.87,36.44,2214.9,76.44,96.44,56.44,56.44
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,6.98,136.45,33.22,1957.82,73.22,93.22,53.22,53.22
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,5.77,120.27,25.14,1310.99,65.14,85.14,45.14,45.14
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,5.79,120.59,25.29,1323.53,65.29,85.29,45.29,45.29
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,6.4,128.63,29.32,1645.37,69.32,89.32,49.32,49.32
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,5.57,117.57,23.79,1202.81,63.79,83.79,43.79,43.79
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,5.12,111.57,20.79,962.96,60.79,80.79,40.79,40.79
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,6.9,135.39,32.7,1915.74,72.7,92.7,52.7,52.7
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,6.3,127.35,28.68,1594.04,68.68,88.68,48.68,48.68
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,5.61,118.1,24.05,1223.94,64.05,84.05,44.05,44.05
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,5.2,112.69,21.35,1007.79,61.35,81.35,41.35,41.35
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,5.17,112.28,21.14,991.09,61.14,81.14,41.14,41.14
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,5.14,111.91,20.95,976.34,60.95,80.95,40.95,40.95
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,5.11,111.5,20.75,960.04,60.75,80.75,40.75,40.75
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,6.22,126.22,28.11,1548.9,68.11,88.11,48.11,48.11
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,5.88,121.79,25.89,1371.51,65.89,85.89,45.89,45.89
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,7.56,144.15,37.08,2266.04,77.08,97.08,57.08,57.08
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,7.57,144.29,37.15,2271.75,77.15,97.15,57.15,57.15
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,6.93,135.7,32.85,1927.83,72.85,92.85,52.85,52.85
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.31,127.52,28.76,1600.7,68.76,88.76,48.76,48.76
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,6.57,130.96,30.48,1738.36,70.48,90.48,50.48,50.48
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.27,126.94,28.47,1577.77,68.47,88.47,48.47,48.47
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,6.16,125.45,27.73,1518.08,67.73,87.73,47.73,47.73
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,7.35,141.37,35.69,2154.89,75.69,95.69,55.69,55.69
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,6.93,135.74,32.87,1929.73,72.87,92.87,52.87,52.87
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,6.81,134.12,32.06,1864.92,72.06,92.06,52.06,52.06
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,7.47,142.94,36.47,2217.56,76.47,96.47,56.47,56.47
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,6.76,133.51,31.75,1840.26,71.75,91.75,51.75,51.75
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,5.03,110.39,20.19,915.48,60.19,80.19,40.19,40.19
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,7.54,143.86,36.93,2254.28,76.93,96.93,56.93,56.93
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,6.65,132.01,31.01,1780.42,71.01,91.01,51.01,51.01
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,7.58,144.43,37.21,2277.15,77.21,97.21,57.21,57.21
